source_table,report_name,category
"s_kpi_dental58","OHSP ร้อยละผู้พิการได้รับบริการสุขภาพช่องปาก","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental6","OHSP อัตรา (ร้อยละ) การใช้บริการ P&P ในกลุ่มหญิงตั้งครรภ์ เฉพาะเขตรับผิดชอบ (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental61","OHSP ร้อยละผู้สูงอายุ ที่ติดบ้าน ติดเตียงได้รับการตรวจช่องปาก","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental62","OHSP ร้อยละหญิงตั้งครรภ์ได้รับการตรวจสุขภาพช่องปาก และขัดทำความสะอาดฟัน เฉพาะเขตรับผิดชอบ (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental63","OHSP ร้อยละเด็กอายุ 4-12 ปี ได้รับการ เคลือบ/ทา ฟลูออไรด์เฉพาะเขตรับผิดชอบ (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental64","OHSP ร้อยละเด็กอายุ 6-12 ปี ได้รับการ เคลือบหลุมร่องฟันกรามแท้ เฉพาะเขตรับผิดชอบ (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental7","OHSP อัตรา (ร้อยละ) การใช้บริการ P&P ในกลุ่มเด็กอายุ 0-2 ปี เฉพาะเขตรับผิดชอบ (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental8","OHSP อัตรา (ร้อยละ) การใช้บริการ P&P ในกลุ่มเด็กอายุ 3-5 ปี เฉพาะเขตรับผิดชอบ (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental9","OHSP อัตรา (ร้อยละ) การใช้บริการ P&P ในกลุ่มเด็กอายุ 6-12 ปี เฉพาะเขตรับผิดชอบ (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental_42","OHSP ร้อยละอำเภอที่จัดบริการสุขภาพช่องปากใน รพ.สต./ศสม. ที่มีคุณภาพตามเกณฑ์","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dm_ctrl_pcu","ร้อยละผู้ป่วยนอกโรคเบาหวาน ที่มารับบริการในศสม.และรพ.สต.มีผลการควบคุมโรคเบาหวาน ตามเกณฑ์","การเฝ้าระวัง"
"s_kpi_dm_visit","สัดส่วนผู้ป่วยนอกโรคเบาหวาน มารับบริการในศสม.และรพ.สต.เทียบกับโรงพยาบาลแม่ข่าย","การเฝ้าระวัง"
"s_kpi_drown","อัตราการเสียชีวิตจากการจมน้ำของเด็กอายุต่ากว่า 15 ปี","สาเหตุการป่วย/ตาย "
"s_kpi_food","ร้อยละของเด็กแรกเกิด - ต่ำกว่า 6 เดือน กินนมแม่อย่างเดียว","การเฝ้าระวังด้านส่งเสริมสุขภาพและอนามัยสิ่งแวดล้อม"
"s_kpi_haemorrhage","ร้อยละของมารดาตายจากการตกเลือดหลังคลอด","ข้อมูลเพื่อตอบสนอง Service Plan สาขาแม่และเด็ก"
